,ID,Created_at,Source,Favorite_Count,Retweet_Count,Tweets,Language
59,1238764333296955392,2020-03-14 09:50:06,Ministry of Interior,1170,1248,مصدر مسؤول بوزارة الداخلية :  قررت حكومة المملكة تعليق الرحلات الجوية الدولية للمسافرين - إلا في الحالات الاستثنائية - لمدة أسبوعين، اعتبارًا من الساعة الحادية عشرة من صباح يوم الأحد 20 رجب 1441هجرية الموافق 15 مارس 2020 ميلادية. https://t.co/TbTR6oc2c9,ar
60,1238207896216797184,2020-03-12 20:59:01,Ministry of Interior,2675,3207,مصدر مسؤول بوزارة الداخلية: تقرر اعتبارًا من يوم الجمعة 18 رجب 1441هـ الموافق 13 مارس 2020م، تعليق إقامة المناسبات في صالات الأفراح أو الاستراحات أو قاعات المناسبات والفنادق. https://t.co/88MemrOhxo,ar
61,1238011414343815168,2020-03-12 07:58:16,Ministry of Interior,1649,1585,مصدر مسؤول بوزارة الداخلية: حكومة المملكة تقرر تعليق سفر المواطنين والمقيمين مؤقتًا وتعليق الرحلات الجوية إلى عدد من الدول. https://t.co/ftc0BnOc8W,ar
62,1237061578819801090,2020-03-09 17:03:58,Ministry of Interior,829,795,مصدر مسؤول بوزارة الداخلية: انطلاقًا من الحرص على حماية صحة المواطنين والمقيمين وضمان سلامتهم، فقد قررت حكومة المملكة تعليق سفر المواطنين والمقيمين مؤقتًا إلى كل من (سلطنة عمان، والجمهورية الفرنسية، وجمهورية ألمانيا الاتحادية، والجمهورية التركية، ومملكة إسبانيا). https://t.co/aN0TFwf7Kj,ar
63,1236930370031017984,2020-03-09 08:22:35,Ministry of Interior,1220,1031,مصدر مسؤول بوزارة الداخلية⁩ : تعليق سفر المواطنين والمقيمين مؤقتًا من وإلى عدد من الدول للسيطرة والحد من انتشار فيروس ⁧كورونا⁩. https://t.co/6SthrR6Rr5,ar
64,1236709297490460673,2020-03-08 17:44:08,Ministry of Interior,1077,980,الأمير عبدالعزيز بن سعود يقف على سير العمل في مركز حرس الحدود بالخريبة التابع لقطاع ضباء بمنطقة تبوك. https://t.co/fs07yNqZRw,ar
65,1236648389686812672,2020-03-08 13:42:06,Ministry of Interior,1427,1627,مصدر مسؤول في وزارة الداخلية :  تعليق الدخول والخروج من محافظة ⁧القطيف⁩ مؤقتًا. https://t.co/WRnkx5RsHv,ar
66,1236276494458138628,2020-03-07 13:04:19,Ministry of Interior,327,213,"أبرز أخبار وزارة الداخلية خلال الفترة من 6 وحتى 12 رجب 1441هـ .

#الداخلية_في_أسبوع https://t.co/LePfz8iyCJ",ar
67,1236230148376182784,2020-03-07 10:00:10,Ministry of Interior,514,434,"#حرس_الحدود في 6 أشهر ..
""همة أبطال"" عنوانها.. دون الوطن ""رجال"" . https://t.co/qAGZqCUiBT",ar
68,1236095647918559234,2020-03-07 01:05:42,Ministry of Interior,1501,1551,مصدر مسؤول بوزارة الداخلية⁩ : حكومة ⁧المملكة⁩ تحدد عدداً من الإجراءات الوقائية والاحترازية لمنع انتقال العدوى بفيروس ⁧كورونا⁩ ( covid 19 ) ومحاصرته والقضاء عليه. https://t.co/jOumXQkyxh,ar
69,1235198802967113728,2020-03-04 13:41:58,Ministry of Interior,1824,2178,مصدر مسؤول بوزارة الداخلية: تقرر بناءً على توصية اللجنة المعنية بمتابعة مستجدات الوضع لفيروس كورونا الجديد (19-COVID)، بإيقاف العمرة مؤقتًا للمواطنين والمقيمين في المملكة، على أن يتم مراجعة هذا القرار بشكل مستمر وإيقاف العمل به متى ما انتفت الأسباب التي دعت إليه. https://t.co/ycBE0LR110,ar
70,1234854139433275396,2020-03-03 14:52:23,Ministry of Interior,696,845,مصدر مسؤول بوزارة الداخلية: اتخاذ إجراءات احترازية إضافية عند المنافذ الحدودية، تجاه الأشخاص الذين زاروا دولاً موبوءة بفيروس كورونا الجديد covid 19. https://t.co/TCMsKt8v0k,ar
71,1234852255083483139,2020-03-03 14:44:54,Ministry of Interior,181,133,الأمير عبدالعزيز بن سعود يستقبل الأمين العام لمجلس التعاون لدول الخليج العربية . https://t.co/r7lPVUY5iS,ar
72,1234239503671472130,2020-03-01 22:10:03,Ministry of Interior,239,169,"الأمير عبدالعزيز بن سعود يستقبل منسق الاتحاد الأوروبي لمكافحة الإرهاب، والأمين العام للمنظمة الدولية للشرطة الجنائية "" الإنتربول "". https://t.co/KTzzoqkVDf",ar
73,1234236839134924807,2020-03-01 21:59:28,Ministry of Interior,304,213,الأمير عبدالعزيز بن سعود يستقبل معالي وزير الداخلية والبلديات بالجمهورية اللبنانية، ومعالي نائب رئيس مجلس الوزراء وزير الداخلية وزير الدولة لشؤون مجلس الوزراء بدولة الكويت، ومعالي وزير الداخلية في المملكة الأردنية الهاشمية، ومعالي رئيس الوزراء وزير الداخلية بدولة فلسطين. https://t.co/JuIXlNEG0i,ar
74,1234234133989208065,2020-03-01 21:48:43,Ministry of Interior,233,174,الأمير عبدالعزيز بن سعود يرأس وفد المملكة في اجتماعات الدورة ال٣٧ لمجلس وزراء الداخلية العرب الذي عقد اليوم في تونس. https://t.co/SIYkTns25b,ar
75,1234176386501369857,2020-03-01 17:59:15,Ministry of Interior,170,134,الأمير عبدالعزيز بن سعود يستقبل معالي رئيس الحكومة بالجمهورية التونسية. https://t.co/Erz5kORCFH,ar
76,1234174963453657088,2020-03-01 17:53:35,Ministry of Interior,281,195,فخامة رئيس جمهورية تونس يستقبل الأمير عبدالعزيز بن سعود وزير الداخلية الرئيس الفخري لمجلس وزراء الداخلية العرب، في قصر قرطاج بتونس. https://t.co/vTcnujgn0H,ar
77,1233889571357761541,2020-02-29 22:59:33,Ministry of Interior,601,337,الأمير عبدالعزيز بن سعود يصل إلى جمهورية ⁧تونس⁩، لرئاسة وفد ⁧المملكة⁩ المشارك في اجتماعات وزراء الداخلية العرب في دورته السابعة والثلاثين. https://t.co/9xy9Ldez5f,ar
78,1233826894920978434,2020-02-29 18:50:29,Ministry of Interior,220,165,"أبرز أخبار وزارة الداخلية خلال الفترة من 29 جمادى الآخرة وحتى 5 رجب 1441هـ .

#الداخلية_في_أسبوع https://t.co/74QXKPaN4k",ar
79,1233334450898993152,2020-02-28 10:13:41,Ministry of Interior,542,402,تحدي #أبشر فرصة العقول المبدعة لتشارك تطوير  الخدمات الإلكترونية في #وزارة_الداخلية. https://t.co/iSJUl7CxMh,ar
80,1232367525222023169,2020-02-25 18:11:28,Ministry of Interior,279,175,الأمير عبدالعزيز بن سعود يرعى حفل تكريم متقاعدي وزارة الداخلية . https://t.co/VB6w4VKpbU,ar
81,1231886435189477376,2020-02-24 10:19:48,Ministry of Interior,457,324,الأمير عبدالعزيز بن سعود يزور العقيد عبدالله الغامدي للاطمئنان على صحته. https://t.co/PAkFBV6CDM,ar
82,1231662503438045186,2020-02-23 19:29:58,Ministry of Interior,356,297,"إذا كنت مهتم بالتقنية ولديك المهارة
انضم ل #تحدي_أبشر https://t.co/UGAQNUi8Kx",ar
83,1231200090066386944,2020-02-22 12:52:30,Ministry of Interior,282,198,"أبرز أخبار وزارة الداخلية خلال الفترة من 22 وحتى 28 جمادى الآخرة 1441هـ .

#الداخلية_في _أسبوع https://t.co/gGKVHZm18n",ar
84,1230585336729915392,2020-02-20 20:09:42,Ministry of Interior,234,162,"بحضور الأمير عبدالعزيز بن سعود، سمو الشيخ محمد بن راشد يرعى حفل ختام التمرين التعبوي المشترك ""أمن الخليج العربي٢"" في دبي. https://t.co/ZyNp0t9hS4",ar
85,1230485218580103173,2020-02-20 13:31:52,Ministry of Interior,1103,689,عن حدود الوطن .. #حرس_الحدود يذود https://t.co/81Ex40ovAH,ar
86,1230254933804486656,2020-02-19 22:16:47,Ministry of Interior,366,224,"الأمير عبدالعزيز بن سعود يرعى تمرين ""القبضة٣ "" وحفل تخريج الدورات التدريبية بحرس الحدود. https://t.co/0VWGe8IOy6",ar
87,1230063632416940032,2020-02-19 09:36:38,Ministry of Interior,671,427,"جانب من مشاركة القوات الأمنية السعودية في تمرين ⁧#أمن_الخليج_العربي2 

""صف واحد لأمن مشترك "". https://t.co/JNwlTbKQQ8",ar
88,1229850583085002752,2020-02-18 19:30:03,Ministry of Interior,430,280,تحت رعاية الأمير عبدالعزيز بن سعود ، #ملتقى_أبشر السادس يستعرض إنجازات التحول الرقمي بوزارة الداخلية ، ويكرم الجهات المتميزة تقنياً. https://t.co/neOGNL1Q8k,ar
89,1228616201544269824,2020-02-15 09:45:03,Ministry of Interior,296,182,"أبرز أخبار وزارة الداخلية خلال الفترة من 15 وحتى 21 جمادى الآخرة 1441هـ .

⁧#الداخلية_في_أسبوع https://t.co/lr7NnIHxEX",ar
90,1227698981473521665,2020-02-12 21:00:21,Ministry of Interior,249,141,الأمير عبدالعزيز بن سعود يستقبل سفراء صربيا وطاجيكستان وغامبيا لدى المملكة . https://t.co/u0OTY9tnmh,ar
91,1227502907852873728,2020-02-12 08:01:13,Ministry of Interior,212,145,الأمير عبدالعزيز بن سعود يستقبل المدير العام للشؤون السياسية في وزارة الخارجية البريطانية . https://t.co/dMxLpJqg3b,ar
92,1226167122751033347,2020-02-08 15:33:17,Ministry of Interior,271,177,"أبرز أخبار وزارة الداخلية خلال الفترة من 8 وحتى 14 جمادى الآخرة 1441هـ .

#الداخلية_في_أسيوع https://t.co/FEomOLQ3Nb",ar
93,1225096193228840960,2020-02-05 16:37:48,Ministry of Interior,236,155,الأمير عبدالعزيز بن سعود يستقبل سفيري النمسا والصين لدى المملكة. https://t.co/bVNM6EqEsS,ar
94,1223600125563559936,2020-02-01 13:32:57,Ministry of Interior,269,154,"أبرز أخبار وزارة الداخلية خلال الفترة من 1 وحتى 7 جمادى الآخرة 1441هـ .

#الداخلية_في_أسبوع https://t.co/QADSoIlvZq",ar
95,1222557912100417537,2020-01-29 16:31:34,Ministry of Interior,394,223,بحضور سمو أمير منطقة مكة المكرمة، وسمو أمير منطقة المدينة المنورة، سمو وزير الداخلية يرأس اجتماع لجنة الحج العليا. https://t.co/VQi0GcYXBc,ar
96,1221084674241548291,2020-01-25 14:57:27,Ministry of Interior,319,213,"أبرز أخبار وزارة الداخلية خلال الفترة من 24 وحتى 30 جمادى الأولى 1441هـ .

⁧#الداخلية_في_أسبوع https://t.co/2DkgW6D0hl",ar
97,1220386668596940801,2020-01-23 16:43:50,Ministry of Interior,327,223,الأمير عبدالعزيز بن سعود يدشن الهوية الجديدة، والموقع الرسمي، والتطبيق الإلكتروني، ومشروع أتمتة الملفات الطبية لمستشفى قوى الأمن بالرياض. https://t.co/aJDsGCx5vK,ar
98,1220025394008674304,2020-01-22 16:48:15,Ministry of Interior,231,167,الأمير عبدالعزيز بن سعود يرعى توقيع خمس مذكرات تفاهم بين المديرية العامة للجوازات وعدد من الجهات. https://t.co/4FoA6wVVY1,ar
99,1219315280423391235,2020-01-20 17:46:31,Ministry of Interior,212,147,الأمير عبدالعزيز بن سعود يستقبل سفراء بريطانيا والهند وكازاخستان لدى المملكة . https://t.co/wACveawKgN,ar
100,1218541430106402817,2020-01-18 14:31:30,Ministry of Interior,224,158,"أبرز أخبار وزارة الداخلية خلال الفترة من 17 وحتى 23 جمادى الأولى 1441هـ .

⁧#الداخلية_في_أسبوع https://t.co/cMGPY1pAwR",ar
101,1216035979921936385,2020-01-11 16:35:45,Ministry of Interior,259,185,"أبرز أخبار وزارة الداخلية خلال الفترة من 10 وحتى 16 جمادى الأولى 1441هـ .

⁧#الداخلية_في_أسبوع https://t.co/vDGmSAOjsz",ar
102,1214979586934681600,2020-01-08 18:38:01,Ministry of Interior,2086,1835,القبض على المطلوب للجهات الأمنية / محمد بن حسين علي آل عمار ، المعلن عن اسمه في قائمة تشمل (٩) تسعة مطلوبين بتاريخ ١٤٣٨/١/٢٩هـ لقيامهم باستهداف مواطنين ومقيمين ورجال أمن ومنشآت أمنية واقتصادية بالمنطقة الشرقية. https://t.co/8hoVMFFS0T,ar
103,1213415255231139842,2020-01-04 11:01:55,Ministry of Interior,271,174,"أبرز أخبار وزارة الداخلية خلال الفترة من 3 وحتى 9 جمادى الأولى 1441هـ .

⁧#الداخلية_في_أسبوع https://t.co/AVSv6nD0K6",ar
104,1211265203716939776,2019-12-29 12:38:23,Ministry of Interior,5585,5894,إحباط عملية إرهابية وشيكة باستخدام مركبة تم فيها ضبط (٥) كجم من مادة (RDX) شديدة الانفجار وسلاح رشاش ومسدسين وذخيرة حية ومبلغ مالي، ونتج عن تبادل إطلاق النار مع المكلفين بها مقتل (٢) اثنين منهم ، سعوديين ، والقبض على ثالث . https://t.co/62WGZMaTfH,ar
105,1210900049317769221,2019-12-28 12:27:23,Ministry of Interior,258,166,"أبرز أخبار وزارة الداخلية خلال الفترة من 25 ربيع الثاني وحتى 2 جمادى الأولى 1441هـ .

#الداخلية_في_أسبوع https://t.co/ka0JpqXqa3",ar
106,1210591144951848961,2019-12-27 15:59:55,Ministry of Interior,350,327,"ضبط "" 4.405.989 "" مخالفاً في الحملة الميدانية المشتركة لمتابعة وضبط مخالفي أنظمة الإقامة والعمل وأمن الحدود. 

⁧#وطن_بلا_مخالف https://t.co/CZO7j2H8H4",ar
107,1210500598610767872,2019-12-27 10:00:07,Ministry of Interior,907,574,"#الأفواج_الأمنية في ""الحدود""
 طوق وراء طوق 🇸🇦 https://t.co/5ueVW8qYwD",ar
108,1208341413718609920,2019-12-21 11:00:17,Ministry of Interior,285,199,"أبرز أخبار وزارة الداخلية خلال الفترة من 18 وحتى 24 ربيع الثاني 1441هـ .

#الداخلية_في_أسبوع https://t.co/74E9Zuvpwc",ar
109,1208018664190025730,2019-12-20 13:37:48,Ministry of Interior,391,318,"ضبط "" 4.369.008 "" مخالفين في الحملة الميدانية المشتركة لمتابعة وضبط مخالفي أنظمة الإقامة والعمل وأمن الحدود. 

⁧#وطن_بلا_مخالف https://t.co/mAWpyS6pm6",ar
110,1206707727382274048,2019-12-16 22:48:36,Ministry of Interior,1116,961,الأمير عبدالعزيز بن سعود يدشن ١٣ خدمة إلكترونية في منصة أبشر . https://t.co/zN7Wd13Jwh,ar
111,1205910382486921216,2019-12-14 18:00:14,Ministry of Interior,228,159,"أبرز أخبار وزارة الداخلية خلال الفترة من 11 وحتى 17 ربيع الثاني 1441هـ .

#الداخلية_في_أسبوع https://t.co/iQUEsvedl5",ar
112,1205802513313730561,2019-12-14 10:51:36,Ministry of Interior,510,327,"🎥| 
""السوق السوداء تنهي أيام ""خالد"" البيضاء""
 
هذا عنوان #قصة_سجين"" وفي #سناب_الداخلية MOI.SAUDIARABIA ستجدون كامل تفاصيلها https://t.co/D9AknxElO8",ar
113,1205499101762199552,2019-12-13 14:45:57,Ministry of Interior,645,431,وزارة #الداخلية تتوج بجائزة أفضل فيلم في مسابقة الأفلام التوعوية في مجال السلامة المرورية التي تنظمها الأمانة العامة لمجلس وزراء الداخلية العرب. https://t.co/RuTP0l9GVN,ar
114,1205495483692654593,2019-12-13 14:31:34,Ministry of Interior,1070,878,"وزارة الداخلية تتوج بجائزة أفضل فيلم في مسابقة الأفلام التوعوية في مجال مكافحة المخدرات والمؤثرات العقلية التي تنظمها الأمانة العامة لمجلس وزراء الداخلية العرب.

الفيلم الفائز  ""نهاية أمل"" ... https://t.co/4ZW0nkEiX4",ar
115,1205489500819996672,2019-12-13 14:07:48,Ministry of Interior,186,166,"ضبط "" 4.330.769 "" مخالفاً في الحملة الميدانية المشتركة لمتابعة وضبط مخالفي أنظمة الإقامة والعمل وأمن الحدود. 

#وطن_بلا_مخالف https://t.co/8tTncKzpup",ar
116,1205049689109868544,2019-12-12 09:00:09,Ministry of Interior,221,156,الأمير عبدالعزيز بن سعود يستقبل سفير الولايات المتحدة الأمريكية لدى المملكة . https://t.co/nKCrlKcCr9,ar
117,1203289550107369473,2019-12-07 12:25:59,Ministry of Interior,247,161,"أبرز أخبار وزارة الداخلية خلال الفترة من 4 وحتى 10 ربيع الثاني 1441هـ .

#الداخلية_في_أسبوع https://t.co/YLIIanmeQA",ar
118,1202940403596615680,2019-12-06 13:18:36,Ministry of Interior,343,311,"ضبط "" 4.290.776 "" مخالفاً في الحملة الميدانية المشتركة لمتابعة وضبط مخالفي أنظمة الإقامة والعمل وأمن الحدود. 

#وطن_بلا_مخالف https://t.co/zUmKRJBHot",ar
119,1200878451143725057,2019-11-30 20:45:08,Ministry of Interior,270,198,"أبرز أخبار وزارة الداخلية خلال الفترة من 27 ربيع الأول وحتى 3 ربيع الثاني 1441هـ .

⁧#الداخلية_في_أسبوع https://t.co/OUu8Hj3qCt",ar
120,1200852261443973122,2019-11-30 19:01:04,Ministry of Interior,1061,920,"تحت بيرق ""سلمان"" .. دارنا عنوان الأمان .

#ذكرى_البيعة_الخامسة https://t.co/iUWLF3gnNj",ar
121,1200807550406582273,2019-11-30 16:03:24,Ministry of Interior,754,618,"الأمير عبدالعزيز بن سعود : تحل ذكرى البيعة لخادم الحرمين الشريفين في عامها الخامس، والمملكة تنعم بفضل الله ثم بتوجيهات وجهود خادم الحرمين الشريفين بالأمن والأمان والتقدم والازدهار. 

⁧#ذكرى_البيعة_الخامسة https://t.co/wbV1kCMCVi",ar
122,1200419601651294208,2019-11-29 14:21:50,Ministry of Interior,343,315,"ضبط "" 4.253.791 "" مخالفاً في الحملة الميدانية المشتركة لمتابعة وضبط مخالفي أنظمة الإقامة والعمل وأمن الحدود. 

⁧#وطن_بلا_مخالف https://t.co/RofmUJuTem",ar
123,1198927231936020485,2019-11-25 11:31:41,Ministry of Interior,839,502,#صورة_من_الميدان لرجال مكافحة المخدرات https://t.co/bXuSo1JMT9,ar
124,1198258105689280515,2019-11-23 15:12:49,Ministry of Interior,274,195,"أبرز أخبار وزارة الداخلية خلال الفترة من 20 وحتى 26 ربيع الأول 1441هـ .

#الداخلية_في_أسبوع https://t.co/zh7hlb5RhQ",ar
125,1197880047270551555,2019-11-22 14:10:33,Ministry of Interior,328,287,"ضبط "" 4.217.722 "" مخالفاً في الحملة الميدانية المشتركة لمتابعة وضبط مخالفي أنظمة الإقامة والعمل وأمن الحدود. 

⁧#وطن_بلا_مخالف https://t.co/9ENKQ7TeuQ",ar
126,1195785850757496833,2019-11-16 19:28:58,Ministry of Interior,262,190,"أبرز أخبار وزارة الداخلية خلال الفترة من 13 وحتى 19 ربيع الأول 1441هـ .

#الداخلية_في_أسبوع https://t.co/yuV9AOTsrh",ar
127,1195379199206461447,2019-11-15 16:33:04,Ministry of Interior,376,326,"ضبط "" 4.179.880 "" مخالفاً في الحملة الميدانية المشتركة لمتابعة وضبط مخالفي أنظمة الإقامة والعمل وأمن الحدود. 

⁧#وطن_بلا_مخالف https://t.co/UOeAgslDcX",ar
128,1193150484338610184,2019-11-09 12:56:57,Ministry of Interior,353,232,"أبرز أخبار وزارة الداخلية خلال الفترة من 6 وحتى 12 ربيع الأول 1441هـ . 

#الداخلية_في_أسبوع https://t.co/9wOXvCZXeB",ar
129,1192804077991804928,2019-11-08 14:00:28,Ministry of Interior,335,287,"ضبط "" 4.142.899 "" مخالفاً في الحملة الميدانية المشتركة لمتابعة وضبط مخالفي أنظمة الإقامة والعمل وأمن الحدود. 

⁧#وطن_بلا_مخالف https://t.co/ncIwfDFPLS",ar
130,1192767979798302720,2019-11-08 11:37:01,Ministry of Interior,754,407,"رجل أمن في الميدان لتنظيم الحركة المرورية : 

بتعاونكم تتحقق انسيابية #المرور .

#صورة_من_الميدان https://t.co/4XGBRySOxj",ar
131,1190659944447643655,2019-11-02 16:00:26,Ministry of Interior,349,257,"أبرز أخبار وزارة الداخلية خلال الفترة من 29 صفر وحتى 5 ربيع الأول 1441هـ . 

⁧#الداخلية_في_أسبوع https://t.co/LygB13DbmX",ar
132,1190257802838708224,2019-11-01 13:22:28,Ministry of Interior,440,391,"ضبط "" 4.106.219 "" مخالفاً في الحملة الميدانية المشتركة لمتابعة وضبط مخالفي أنظمة الإقامة والعمل وأمن الحدود. 

⁧#وطن_بلا_مخالف https://t.co/l6zjimrRMp",ar
133,1188138258968039424,2019-10-26 17:00:10,Ministry of Interior,319,217,"أبرز أخبار وزارة الداخلية خلال الفترة من 21 إلى 27 صفر 1441هـ . 

⁧#الداخلية_في_أسبوع https://t.co/ZCJRv9oLIb",ar
134,1187726117668638720,2019-10-25 13:42:27,Ministry of Interior,406,366,"ضبط "" 4,068,322 "" مخالفاً في الحملة الميدانية المشتركة لمتابعة وضبط مخالفي أنظمة الإقامة والعمل وأمن الحدود. 

⁧#وطن_بلا_مخالف https://t.co/tY7ikKSuwO",ar
135,1187032942155063300,2019-10-23 15:48:02,Ministry of Interior,222,124,نائب وزير الداخلية يستقبل سفير جمهورية الهند لدى المملكة . https://t.co/RC5tJqyo1Q,ar
136,1185631722978893825,2019-10-19 19:00:05,Ministry of Interior,662,636,"ضبط  أكثر من "" 4 ملايين "" مخالف في الحملة الميدانية المشتركة لمتابعة وضبط مخالفي أنظمة الإقامة والعمل وأمن الحدود. 

⁧#وطن_بلا_مخالف https://t.co/f6egRLLNfb",ar
137,1185546236427984896,2019-10-19 13:20:23,Ministry of Interior,237,167,"أبرز أخبار وزارة الداخلية خلال الفترة من 14 إلى 20 صفر 1441هـ . 

#الداخلية_في_أسبوع https://t.co/c3JpZmAm00",ar
138,1184558818790912001,2019-10-16 19:56:45,Ministry of Interior,446,274,سمو الأمير عبدالعزيز بن سعود يرأس وفد المملكة في الاجتماع الـ ٣٦ لأصحاب السمو والمعالي وزراء الداخلية بدول مجلس التعاون لدول الخليج العربية الذي عقد في سلطنة عمان . https://t.co/Y8mwr7w94p,ar
139,1184464412125646848,2019-10-16 13:41:36,Ministry of Interior,417,220,الأمير عبدالعزيز بن سعود يصل إلى سلطنة عمان . https://t.co/wF47Rr9gE0,ar
140,1183064872785006593,2019-10-12 17:00:20,Ministry of Interior,253,192,"أبرز أخبار وزارة الداخلية خلال الفترة من 7 إلى 13 صفر  1441هـ . 

⁧ #الداخلية_في_أسبوع https://t.co/P9fp8KaYt5",ar
141,1182637719492673536,2019-10-11 12:42:59,Ministry of Interior,363,298,"ضبط (3,988,685) مخالفاً في الحملة الميدانية المشتركة لمتابعة وضبط مخالفي أنظمة الإقامة والعمل وأمن الحدود. 

⁧#وطن_بلا_مخالف https://t.co/pwu7dtBFPf",ar
142,1181919972198625281,2019-10-09 13:10:55,Ministry of Interior,343,271,تقنيات جديدة تعرض  .. وقصص نجاح تروى في جناح وزارة #الداخلية بـ #جايتكس_2019 https://t.co/7k9EzfnkC8,ar
143,1180957078640353280,2019-10-06 21:24:43,Ministry of Interior,400,294,""" الحلول الذكية "" عنوان جناح وزارة #الداخلية في ⁧#جيتكس_٢٠١٩ https://t.co/NSppnSB55I",ar
144,1180426614271860741,2019-10-05 10:16:50,Ministry of Interior,207,149,"أبرز أخبار وزارة الداخلية خلال الفترة من 30 محرم إلى 6 صفر 1441هـ . 

#الداخلية_في_أسبوع https://t.co/gnrxtRyvdB",ar
145,1180127090777174016,2019-10-04 14:26:38,Ministry of Interior,465,494,"ضبط (3,947,267) مخالفاً في الحملة
الميدانية المشتركة لمتابعة وضبط مخالفي أنظمة الإقامة والعمل وأمن الحدود. 

⁧#وطن_بلا_مخالف https://t.co/lYOAOjiU6D",ar
146,1180060683293134849,2019-10-04 10:02:46,Ministry of Interior,349,292,"جديد الحلول التقنية في جناح
#وزارة_الداخلية المشارك في
#معرض_جيتكس خلال الفترة 6 - 10 أكتوبر، بمركز دبي التجاري العالمي، قاعة الشيخ سعيد للحكومات جناح S-E1. https://t.co/XtmEEbvWwL",ar
147,1177982231106768898,2019-09-28 16:23:44,Ministry of Interior,396,236,"أبرز أخبار وزارة الداخلية خلال الفترة من 23 إلى 29 محرم 1441هـ . 

#الداخلية_في_أسبوع https://t.co/4C4jRRNWHm",ar
148,1177588586092404739,2019-09-27 14:19:32,Ministry of Interior,455,441,"ضبط (3.907.389) مخالفًا في الحملة
الميدانية المشتركة لمتابعة وضبط مخالفي أنظمة الإقامة والعمل وأمن الحدود. 

⁧#وطن_بلا_مخالف https://t.co/dOyU8z5Mwk",ar
149,1176180828839272449,2019-09-23 17:05:36,Ministry of Interior,483,425,"#ارفع_الخفاق_أخضر

#همة_حتى_القمة https://t.co/1O8hfBWecU",und
150,1176162591577710600,2019-09-23 15:53:08,Ministry of Interior,2295,2094,"نذراً ... سنبقى
للدين ""خادمين""
وللوطن ""حامين""
وللقيادة ""مخلصين""
وللأمن ""حارسين""

#همة_حتى_القمة https://t.co/EpGEkR6ZCz",ar
151,1175688349425840128,2019-09-22 08:28:40,Ministry of Interior,1279,1081,"الأمير عبدالعزيز بن سعود : 

اليوم الوطني يمثل لنا جميعاً مناسبة جديرة بالفخر والاعتزاز نستحضر ونستلهم ما بذله الآباء من جهود مخلصة وصادقة في سبيل تأسيس هذا الكيان العظيم من عهد المؤسس وصولاً إلى عهدنا الزاهر. 

#اليوم_الوطني_89 https://t.co/ZzXcdIdndt",ar
152,1175394381278453760,2019-09-21 13:00:32,Ministry of Interior,316,233,"ضبط (3.872.194)مخالفًا في الحملة
الميدانية المشتركة لمتابعة وضبط مخالفي أنظمة الإقامة والعمل وأمن الحدود. 

⁧#وطن_بلا_مخالف https://t.co/JRnlnhi5Vb",ar
153,1175328628302909442,2019-09-21 08:39:16,Ministry of Interior,311,234,"أبرز أخبار وزارة الداخلية خلال الفترة من 16 إلى 22 محرم 1441هـ . 

#الداخلية_في_أسبوع https://t.co/GV3R2NLA7n",ar
154,1174999285450051585,2019-09-20 10:50:34,Ministry of Interior,3672,3303,"#احتزم_وراك_وطن

#اليوم_الوطني_89 https://t.co/O2d3pQWs9L",und
155,1174611397025640448,2019-09-19 09:09:14,Ministry of Interior,2059,1479,مسيرة أمنية جديدة .. من #كلية_الملك_فهد_الأمنية . https://t.co/hU0p8yalvd,ar
156,1174564660797947904,2019-09-19 06:03:32,Ministry of Interior,525,300,الأمير عبدالعزيز بن سعود يرعى حفل تخريج كلية الملك فهد الأمنية. https://t.co/cxuimOqXUT,ar
157,1174057535650893824,2019-09-17 20:28:24,Ministry of Interior,162,105,نائب وزير الداخلية يستقبل وزير رعاية المغتربين والتوظيف الخارجي في جمهورية بنجلاديش . https://t.co/7sM9l9hOeT,ar
